Stock number,Artist's reference number,Title,Year,Medium,Dimensions,Signed and dated,Series,Additional information,Status,Availability,Location,Location (detail),Condition
HC1413,i23-0413,Untitled (i23-0413),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in","Signed EC
for Erin Coleman",,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 5/8 x 8 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Colored pencil marks on reverse
Laser print groove marks on surface"
HC1412,i23-0412,Untitled (i23-0412),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in","Signed initials HC
",,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 5/8 x 8 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Colored pencil marks on reverse
Laser print groove marks on surface"
HC1411,i23-0411,Untitled (i23-0411),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 x 7 5/8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1410,i23-0410,Untitled (i23-0410),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 7 5/8 x 8 3/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1409,i23-0409,Untitled (i23-0409),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 7 5/8 x 7 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1408,i23-0408,Untitled (i23-0408),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 1/4 x 7 3/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1407,i23-0407,Untitled (i23-0407),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 3/4 x 8 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Laser print groove marks on surface
HC1406,i23-0406,Untitled (i23-0406),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 7 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Laser print groove marks on surface
HC1405,i23-0405,Untitled (i23-0405),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 5 1/2 x 6 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Laser print groove marks on surface
HC1404,i23-0404,Untitled (i23-0404),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Portrait orientation
Potted plant drawings were made on 
the same machine at the same time
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 3/4 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Laser print groove marks on surface
HC1403,i23-0403,Untitled (i23-0403),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1402,i23-0402,Untitled (i23-0402),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 4 1/4 x 4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1401,i23-0401,Untitled (i23-0401),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 4 5/8 x 6 1/2
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1400,i23-0400,Untitled (i23-0400),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 3/4 x 9 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1399,i23-0399,Untitled (i23-0399),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 1/4 x 7
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1398,i23-0398,Untitled (i23-0398),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 5 1/4 x 5 1/2
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1397,i23-0397,Untitled (i23-0397),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 1/4 x 9 1/2
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1395,i23-0395,Untitled (i23-0395),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 4 3/4 x 5 3/4 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1394,i23-0394,Untitled (i23-0394),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Plant drawing
Landscape orientation
Laser print of AARON drawing
Can presume that the series is from 
1997 due to similar imperfect parallel 
creases from the laser printer as with the
previous group of works
Image: 6 3/4 x 7 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1393,i23-0393,Untitled (i23-0393),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 3/4 x 10
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1392,i23-0392,Untitled (i23-0392),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 1/2 x 10
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1391,i23-0391,Untitled (i23-0391),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 3/4 x 10
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1390,i23-0390,Untitled (i23-0390),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 5/8 x 10
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1389,i23-0389,Untitled (i23-0389),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 3/4 x 10 1/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1388,i23-0388,Untitled (i23-0388),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Landscape orientation
Image: 7 3/4 x 10
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Stray pencil marks on reverse
HC1387,i23-0387,Untitled (i23-0387),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Portrait orientation
Image: 6 1/2 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Two parallel grooves / dents along the face of the work -
from top to bottom"
HC1386,i23-0386,Untitled (i23-0386),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Portrait orientation
Image: 5 1/4 x 6 1/8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Two parallel grooves / dents along the face of the work -
from top to bottom"
HC1385,i23-0385,Untitled (i23-0385),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Portrait orientation
Drawing of painting slide 904
Image: 6 1/4 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Two parallel grooves / dents along the face of the work -
from top to bottom"
HC1384,i23-0384,Untitled (i23-0384),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Portrait orientation
Image: 6 1/4 x 7 3/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Two parallel grooves / dents along the face of the work -
from top to bottom"
HC1383,i23-0383,Untitled (i23-0383),1997,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"AARON drawings - machine drawings
Portrait orientation
See slides ""Three Graces Painting"" slide 903 
Image: 6 3/4 x 5 1/8 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Two parallel grooves / dents along the face of the work -
from top to bottom"
HC1382,i23-0382,Untitled (i23-0382),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Background in room
Image: 7 1/2 x 9 1/2
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1381,i23-0381,Untitled (i23-0381),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Plant on table
Image: 8 1/8 x 6
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1380,i23-0380,Untitled (i23-0380),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Landscape orientation
Background in room
Image: 8 x 10 1/4  
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1379,i23-0379,Untitled (i23-0379),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Landscape orientation
Background in room
Image: 7 1/8 x 9 1/2 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1378,i23-0378,Untitled (i23-0378),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Landscape orientation
Background in room
Image: 7 1/8 x 8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1377,i23-0377,Untitled (i23-0377),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Landscape orientation
Background in room
Image: 7 x 7 5/8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1376,i23-0376,Untitled (i23-0376),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Image: 7 1/8 x 5 3/4 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1375,i23-0375,Untitled (i23-0375),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Image: 9 x 4 3/4 
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1374,i23-0374,Untitled (i23-0374),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Landscape orientation
Image: 6 1/4 x 7 3/8
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1373,i23-0373,Untitled (i23-0373),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Image: 8 x 5 3/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1372,i23-0372,Untitled (i23-0372),1991-1992,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",,,"Orientations determined by holes made by push pins when originally hung 
Proccess: Laser print of AARON drawing
AARON drawings - machine drawings
Portrait orientation
Extra toner across top margin
Image: 6 x 7 3/4
Toner ink on paper",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC1371,i23-0371,Untitled (i23-0371),1973-1979,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",Mice Drawings,,"Appears to have been created during an artistic transitional period
Mice Drawings
Toner on Xerox photo paper
Image: 6 x 7 7/8
Blue ink over toner by hand",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Mark on reverse
HC1370,i23-0370,Untitled (i23-0370),1973-1979,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",Mice Drawings,,"Appears to have been created during an artistic transitional period
Orientation is best guess
Mice Drawings
Toner on Xerox photo paper
Image: 6 x 7 7/8
Blue ink over toner by hand",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Mark on reverse
Dirt marks on back"
HC1369,i23-0369,Untitled (i23-0369),1973-1979,Ink on paper,"21.6 x 27.9 cm; 8 1/2 x 11 in",Mice Drawings,,"Appears to have been created during an artistic transitional period
Orientation is best guess
Mice Drawings
Toner on Xerox photo paper
Image: 6 x 7 7/8
Blue ink over toner by hand",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Mark on reverse
